matchId,gameMode,gameType,gameStartDate,gameDuration,summonnersPuuid,championList
EUW1_7125808932,CLASSIC,420,2024-09-21 09:06:06.267000,43,"['4AYj4oxzV7bn2OnuibGrkweVMrEDXrNwXmgUSByJhE8IMXZVVTxHCghjAb0GvEUjWUIYZRw9PTFjmw', 'h1Eza67VFPJG2KYlX2LsQJWiYAMvJHtEQkUMcJJE8ytO0hbwEuGCHut3q4quVq8WymEhbft6rF-0Nw', 'fZrQDvCMpeGDl1DR_k97g92BndF3vlFksMi0xNeH8Yf38pzK_GiZS--9rnT0frXSHrgwDrBfnIQKAg', '0l7eDQRx8P6Icz7WqplsTKZqUDRrN69ceoxrYIvwZ0pvgmuP7jaJODhwk2dN2djgxdE4F4uhr_Ywkg', 'Tz7XMN7rYzJLnTwqDznPmgC6E1eYECx4-FS6JmGqgwqysCQH1STuGlWQjOAJ0Pe-NqHfXVCsLQXPeQ', 'pn7drsZ4bnW2egMBzj2pJ4WI6RP7I0bJCx3krZZN4kERcaKH3fr-nsfRe2VX2J-0Hwbb2SifZkbgnQ', 'Dkm7O-RjnR-AXiruLtEbS4UIevZqCxvuNDxal7YFHbYTxBMJaP1OiV1hwqjFh-SHVmygL5noZpOU0g', '1PRRFyhNBrPXpe1wwQNnDyqj4tKQ9rhEnY8yt2XK_ZhzPpkyT5LRMuV-iS9tI7BjgbLiCiUEIBT1Dw', 'xmkoF2RPUh98PoOUYVFvtolWCguk7W4hHy_ck1rsliCgbQ67BbsyaK-gPbhiFeoG6QhcZ_AxbUF7eA', 'yIO21K6kpkHayWiYFyNJBnX9D5UdPrR1Y-b5MbE0UuxiRcjP4bode5KygE9hFcBHm_Z5Cvty2lrYIg']","['Garen', 'Nocturne', 'Sylas', 'Jinx', 'Neeko', 'Zac', 'MasterYi', 'Vladimir', 'Caitlyn', 'Lulu']"
EUW1_7125781186,CLASSIC,420,2024-09-21 08:27:48.342000,29,"['8bwRNIRCa3hkI7nox_r-0RIS2qMTnjr8B8hT_uxIi3_daVTYnOwRLYdvZtVtnou-bxEXvv2X2D0q3w', '6qjvk91Krrv_ot6Z2k8rDxsHf955TTO6L5Yuun8bewtj94Kc3vi1IC_P3-DZmcLhsLGTCVhPlNk-DQ', 'Bwl4jDT9xTIfa897Ugzj46is-U5SlolR1t8Lsbczo6OR_22I4Ql5zgQgYb0QKq4HnvaNSnpWwGXWjg', '6n38cOyrbHJ_ZPiKKyn71B_K097lj9n20SXT9ng8YxR9wrVX8eEcqyyRzK-sZ0SFIJLwvYrvPRRXHA', 'Tz7XMN7rYzJLnTwqDznPmgC6E1eYECx4-FS6JmGqgwqysCQH1STuGlWQjOAJ0Pe-NqHfXVCsLQXPeQ', 'LeK8nx3YLprN0lP0dFHArPD2feOUjTlgKBWo646O34BJZesX-LtFPaevbzUvOR5ldyTMS27IderWNw', 'dciRJqdZDPFfGZ1z59KhRkI1rcWEySgGeuhrN9j2_Zo_R79e7o338BCGqHJVKfYOcnydBDimyAmoMw', 'oZmULx3irETfEYoFrcPJU8P1_S7iIjxHWnGTbTgk3xo-nILVwnNfYCvlNntC8RuCUGUWvrmtB2fA8Q', 'qJQvFSZqg9VeNibTh732tdpIBxpOKLS-9Ysz65ZnFhOu7YmmiRx-CNDoXVbh_69KJ-2yvISOvdaCHg', 'nVsGnp68KxL5FdXm0sU7uvHIiXv0Y6MCf_PebatvnmVQtHXdVZzv6GYL73jHmwv8Dv289Q93j3u3BQ']","['Renekton', 'FiddleSticks', 'Aurora', 'Seraphine', 'Lux', 'Morgana', 'Viego', 'Hwei', 'Caitlyn', 'Sona']"
EUW1_7124374909,CLASSIC,440,2024-09-19 21:33:51.670000,16,"['jFZGyMFJjIypEFllJFNLpCwUaeoaCbjo4wSIcfELLdZVN_YfGWqdapqvhbw8reNAwkRTVio0woJ0qA', 'gCKfCKA6wz1hCuX16-ewU3-5CkTNohlAAmIX2QGpRUqufmin-AWNdIRNYwaf0TPdwxaRLCG5yA12Ug', 'ysBcoWqAAOjOFBX1dbOzSg14DiO9Qey9H3pLBsPvy81aIxRpNljMZZzyIDnj94lxmqRZaGxSGLNTxA', 'LgVuG-jTXlR6tHiJTzeegGr3038C_fSzMq8J5-FUM_R1cX9fU2_sfCuq4MxJmeIbr-kMRhuBXyyxXg', 'Ccqtm5Gym0Syz4au1MMz45m87tBNP9-7_CltVdarXeU4J3OfRukG6Oj9Cm0uXEQPLznk3QsTVuZddQ', 'USBTCTxxUV3Buj_K9UiuHi8W8zkmk9LBuKtzV9euMBgIHphGdgRXCmbw5s74O5d2HhNGRS6RLG64kw', 'HV6r__KKfbRD5A0NwVZW5AEKHWPaQAyKXTXrpC-tvfKoQAPaEyU4C_kEyvJTSQFG5MwY9SMBkLhLug', 'Y1hizkVZYKIrIQc7-Bm2jZNqULl82lnYdYZUAsueekomM3skBbYq2JglVHTte2LWttIHwojDnMtMLA', 'hFRN--Z6QhubShJ850O_yvkbeuQ9u-GSymAjPTwnCHPYsQ6887RTf3JLZXrw-cc8IA876NzTUKTymQ', 'Tz7XMN7rYzJLnTwqDznPmgC6E1eYECx4-FS6JmGqgwqysCQH1STuGlWQjOAJ0Pe-NqHfXVCsLQXPeQ']","['Yorick', 'Volibear', 'Malzahar', 'Jhin', 'Swain', 'Camille', 'Sejuani', 'Sylas', 'Xayah', 'Blitzcrank']"
EUW1_7124346659,CLASSIC,440,2024-09-19 21:09:24.595000,13,"['B6ncLAiZPf5BBz1Gx-TREWxm7N6p-spEgiW-3kG3IIGmt1m1ZPvUXTtK_OWhpANe3bMj2RjmU_YvdA', 'AX9FX8NHQ1o2RQQWNlEMdc7S4bEbSIxkqzGYD3M7gG6qWD6ECKuDQFMBn4Dlqm6RhqAd3rAoHjPm9A', 'm2_eI2MsTyqzKxMLNy6IjXRvsgMe-PVbwRLzoW8eMisJDZZ1G9q3FjkG10dtQYj2V2B1vsySMpoyog', '_yiK7W7DDevWQaCpcmJBftg7Fp09uYrQuMkp6oi-AlOUkblGoaJEHFSfhzNyBms2rMFxkYrMwDIjDA', '3HYFOwL7x88dwVDCrvrvilMkNy3mk_THD6Ej55Jp5Ehlfz4LraeHHUhuISYEn8f2NvMpIX1q0csTng', 'zZ5oy2QCthzFjYVN7JciM76QMPMAT4DQB84XhCinCf87goUsnlC-bNjx49tGd2BsCx3lBQaZVEZ5dQ', 'smPRm2S7QYXjoFCELtRPCuWuZ8sxMho6zq4tflZBWd1Yfxd3karKHF2743LnN-P3T_jai0gDV75BMQ', 'Y1hizkVZYKIrIQc7-Bm2jZNqULl82lnYdYZUAsueekomM3skBbYq2JglVHTte2LWttIHwojDnMtMLA', 'hFRN--Z6QhubShJ850O_yvkbeuQ9u-GSymAjPTwnCHPYsQ6887RTf3JLZXrw-cc8IA876NzTUKTymQ', 'Tz7XMN7rYzJLnTwqDznPmgC6E1eYECx4-FS6JmGqgwqysCQH1STuGlWQjOAJ0Pe-NqHfXVCsLQXPeQ']","['Darius', 'Amumu', 'Galio', 'Jhin', 'Leona', 'Aatrox', 'Diana', 'Sylas', 'Ahri', 'Pyke']"
EUW1_7124293883,CLASSIC,440,2024-09-19 20:36:55.684000,24,"['Lb43uCOETU08EjD5jBp43QMP2EvjSfdTsAX5xjhmhvfc4fUU1pNG2JfB7RX_85sEWgAQh3-LdHcVRw', 'JEhoQSefNFm1RnRwm0Rr_VsiAQH8t2NKLfd1I2Hfe6hvGw0K_QkRKfVoXXokFVG9Z5Tre_kRWOLUog', 'ZOyQ7egoASoFPmr91Nh3Ha-NQj2FIN89I_a3UYehy1rgk04-DgQv2ckZNuZNeE7Ga5B_vXOhb9IGUA', 'tcxqqlNhESaVMdJbi_2Jtts6DmZrdHjqX3RM6-7jalDWwC4SYGZuBy1pz9gPzjewlUWnVIjbIQD0Zw', 'GGp0S6KjgwXkf-H7y1GISwZ2mUQYwdLf1Y2GYMTjfEPSVIURFEMrXpA85S_VNUNokhKkCrrJQ19nHg', 'haLCkoQ-yTK_0aFOtM4S0ePDNxxWSYJIZALT_VTRpri63C_7Me-DIj83nr5nBlwvnMYD8DFhVG5LDg', 'kFtl9JLt0ZvT0s5x0XgbT3KGWZ09jhvFcZIkN-2ZW9bYYkJQVe8ZpLRF3FGHBi3pwOf0VCujwGz_pA', 'Y1hizkVZYKIrIQc7-Bm2jZNqULl82lnYdYZUAsueekomM3skBbYq2JglVHTte2LWttIHwojDnMtMLA', 'hFRN--Z6QhubShJ850O_yvkbeuQ9u-GSymAjPTwnCHPYsQ6887RTf3JLZXrw-cc8IA876NzTUKTymQ', 'Tz7XMN7rYzJLnTwqDznPmgC6E1eYECx4-FS6JmGqgwqysCQH1STuGlWQjOAJ0Pe-NqHfXVCsLQXPeQ']","['Garen', 'MasterYi', 'Corki', 'Jhin', 'Galio', 'Teemo', 'Nunu', 'Vladimir', 'MissFortune', 'Nami']"
EUW1_7124224428,CLASSIC,440,2024-09-19 19:53:48.898000,34,"['fNVppa5ewGy9yk45o2sCONnHpqx-1srdCBUhXN9i6VRIck6v32wmOA8QAcJ8E1zjW_ZAorSxLfhYhg', 'MIByXiPnAqRAwEBETut7pJEmyulETR9wa9oK_2fcBaCc72vmfuJCGkRnU91zsJ10l0U525q4kcfuYQ', 'Y1hizkVZYKIrIQc7-Bm2jZNqULl82lnYdYZUAsueekomM3skBbYq2JglVHTte2LWttIHwojDnMtMLA', 'hFRN--Z6QhubShJ850O_yvkbeuQ9u-GSymAjPTwnCHPYsQ6887RTf3JLZXrw-cc8IA876NzTUKTymQ', 'Tz7XMN7rYzJLnTwqDznPmgC6E1eYECx4-FS6JmGqgwqysCQH1STuGlWQjOAJ0Pe-NqHfXVCsLQXPeQ', 'WpTlh-gkitmrRpNBVd0PmhamU6W22cOq3plu-Ts-wRQvJCh_0zs8-XNczPeU8JPqVxtkcA03UqRHTw', 'EsUkOZCo4Jwm203_uGXKYzmdt1iMS4nX9EqlB2Cd-p348mhlDWCqFQT-OTzFgIbyzw8ncpZ3gseRuw', 'eNNcFHee1dwK_84SlVZd9wBfwkPMhy5oBTyiigw1a-iM9rlnnCqfjkCkirUNqL6Je-xvWNpnJsUycA', '6MvHuODQJE1OeFFGDOT46hXqOdYmhddz9vT1-lCPr7a98BRYMd5INmOtA0YiMGO3jB6K3aCya040Gg', '0tiYG2P7Zgg0B7GejSs_pyi2gOUp6_GDHVlsgw52iaVvOmeiB0qe7smZCvsQ8_W7H6IIG7Ej7Mx33g']","['Rengar', 'Kindred', 'Sylas', 'Caitlyn', 'Karma', 'Garen', 'Warwick', 'Veigar', 'MissFortune', 'Thresh']"
EUW1_7124156613,CLASSIC,440,2024-09-19 19:05:07.505000,30,"['Tvnx9J2VIGi4wmh37_Cmp6DlTPjIojqzt9yjCzeBy0faE-Jy-gZ1acQMFWnjOzDx0GJUkl2KZhG8Fw', 'ZH1fqnIXJzo87vYQ_Hph7JWkdFZ3laFsbZOU8-nkxiQmipfne9vHnLuzw3_WgcXrdVskOtlJYzmkCA', 'NLT4r8s4gyHpNuXg2ZId-fBsVO7A5hXO3wGXF778GTDwyY0wkOCk9uBaDlhOMv0_xXpynKZC53tF5Q', '8gCFHDzaanxvR0DNf45LNrAWHmMWqhXxD9Fos6szRvjrE4kGwOVPIb9PPFY8GNi6KV7TTgiAAIQI7Q', 'lCdt5S2DJ_gcqOvwyGwNp3ywm0MIwceznMUgoHd-hXedZdPfNN5gKEKyvj04BUzzeM4krIq_KBc_fA', '3VmYEsRXA4jBr6rf6sFGIRI-5i1zUdAFvWx-piAO9XpWXPCqZWDYevsYMRm1LqIW5FHMV8C2VgzKIQ', 'Tz7XMN7rYzJLnTwqDznPmgC6E1eYECx4-FS6JmGqgwqysCQH1STuGlWQjOAJ0Pe-NqHfXVCsLQXPeQ', 'Y1hizkVZYKIrIQc7-Bm2jZNqULl82lnYdYZUAsueekomM3skBbYq2JglVHTte2LWttIHwojDnMtMLA', 'aJgYqT6WQFzR7gBodUykrYr4ccQW-ihRwAT8M_SsF_0PtBJuQwQV4XjXOoUzBfiRhchcVgbW8qNjyw', 'rgF3Buy-67V43hUVrJ36OsJMzA6Ocx-Yi6gLjcNQpLAqWUNmOLeckyQePbqVukpI_MBCjPts-UIc2Q']","['DrMundo', 'Nocturne', 'Zyra', 'Caitlyn', 'Xerath', 'Sion', 'Evelynn', 'Sylas', 'Veigar', 'Ziggs']"
EUW1_7124077923,CLASSIC,420,2024-09-19 18:12:28.048000,36,"['lKjvjAxn9DTBCQ1B7SsesnvYUwGTmUNbzumBR-pUfvrCW_cVFqHFC3tc85lQgNHbnjAS8wHcgeAgYg', 'xUvqIO6Kj6u33q7PLavg_E7knbQdRL2_2wcb-QqzFfzV8BNRS2O3j3PxIiseID3ItgJHne-bFoEhcg', 'Lzw7M3JfCRRg7FkbmVCE5Fku-D25Qwrv3BCzU_k-2GSC2_Njkwyd20okzRkwRW4z2d8dX_hFR-j3yg', 'OWB_ZwIjw29WyBsO4nIWYAZqGMHAjS5Q1FLGW_tJXAnFZdbj6kSIQ6OaNMM6upRzotE6TxZOrvk2Ng', 'Tz7XMN7rYzJLnTwqDznPmgC6E1eYECx4-FS6JmGqgwqysCQH1STuGlWQjOAJ0Pe-NqHfXVCsLQXPeQ', '0jN7YaDggBK6Z3Fk9ZcDrg6L9bn9N5yHmd26el53peEVRrhkNbTVxSNaTHevRe8kkXSVuXIaggxhKg', 'k7w3F0wWwPRfhMHrJ71zQcmPiNh0-PF7m4HNkJVMyt6ufJnzuFsg8MSNPRlnG6ckrE740QFLyuIVfg', 'WiI9uiHWwVwJPz4Woatg8h0_4QEUu7ywtw4qmW2J0HRQ_jDb6TNd3pxpBJMYq6jWMo_M88gvXQFCXw', 'HC3Q1NRHllPkeN8SjQuYOZ8Rx6oqto51uC0EJwBHhIfZz-6xPfXJnfBmdzQxrDLznI_K2DGPQo5qIQ', 'pDR2mIrpZJfsSrrDM_pUuJbSIwfb8icgl2LiIpBzQFjW4MprYty1UT8Wwm84_z9S694aSm92hsY5Cw']","['Aatrox', 'Hecarim', 'Vex', 'Tristana', 'Sona', 'Sion', 'Sylas', 'AurelionSol', 'Samira', 'Lux']"
EUW1_7121815692,CLASSIC,420,2024-09-17 17:58:46.820000,38,"['T341Z6ShDsyJJDItp2C-ejvndyds1k_NUngWl0QdolBxuJG7Uis8TRkhtM4y2vw0mELVP0QGl6u4YQ', 'Aq48wxAWwHnVC5NgrjpqaIHxEJPFGmwNj9HZ-5WNvduNaPDH4WzGkz5wlQd_S1Lo10TtpdAtnoAPog', 'ptPJwuEGCNOIv2RDdRR7H-5bBTIZ01Ah5t_42VAWCaZq7YeyJnGpCifkD4E5Yqd2bNgmIt1veSFWrw', '_IVJZXSG8zmteBzJRLn-2cTaGsM5ah-HqweQMT7ZpLsRUwe2nyaGjnMc2D_jsP_QckEnLqhGty6c2A', 'Tz7XMN7rYzJLnTwqDznPmgC6E1eYECx4-FS6JmGqgwqysCQH1STuGlWQjOAJ0Pe-NqHfXVCsLQXPeQ', 'tANsZ2DY9eFw2gg15Uim7703nnCT6NbbbfPpbhDujRYCJPeyOTl9LJC3DlmpTrKRQFbGnE_RsV-VsQ', 'ZLzkWTwT9MjEyagCfOYKXgG4R8UjuG-GPv9TxjbkLShuiKc9ZUjf2NaWO_ltq_1hnZDFjG4GBHWEiA', 'yfa07XVfbjR3wxonl5Uhdge1j-RepVhBLMKf-twsC_bbk6GdYBbwiPD_opkuHnd1ZYbMnpDSXtqB_w', 'hTZYg14hZVboB1op4Rc4OM0r1LeXB9jLcRZZbxoyGROTE_A_oNkay2W8yMV7DJIT06Go9XPgsrvVgQ', 'WzePnv1yVMWIqwu3sfnEFyR_w110Z954MOpgsT0dBJV_UH3TBItrYAiu8RnHSxtL6ajolrCekeCtDA']","['Zac', 'LeeSin', 'Vladimir', 'Sivir', 'Lux', 'Sion', 'Gragas', 'Vex', 'Kaisa', 'Zyra']"
EUW1_7121751950,CLASSIC,420,2024-09-17 17:14:27.211000,40,"['mM_854_yLrglwjrPNvQffVhp_zXYhiu4xOx075sQqd_l3cEgX6iVzbCE5NR9lSNSFZtykPl1SBNwuw', 'uwTw1w20At5Wh4P4YUEWKr18qtGb266xtfxAjTyOiSu-3EORTVXRl6hMt1W5vX998b8913FfUjp9FQ', 'AWAXJSTj4Xl8NyG4j4r7Vua_2I376ctjJSxYEc4deufqgKIYz5nWE76v7lnXI5aKlI-T3G2boBLHAQ', '_IVJZXSG8zmteBzJRLn-2cTaGsM5ah-HqweQMT7ZpLsRUwe2nyaGjnMc2D_jsP_QckEnLqhGty6c2A', 'Tz7XMN7rYzJLnTwqDznPmgC6E1eYECx4-FS6JmGqgwqysCQH1STuGlWQjOAJ0Pe-NqHfXVCsLQXPeQ', 'xPXZwyAwxXeBEdcpK2QlqFDRQGpVr5vArQN8qYceaADLqPNFcdZNNNrgb-ZjHjqCXloJQnMWxPXJ7g', 'Tfboj5pMKsTqwmaIny8_-7D7JiWTUaJ98wG2oN9A1Uyq4DsGLB5X7f0GeMGKiPyAgqvqsRhQmn0uQQ', 'M9I5GBJyeXPzFNi2E7mbYQSZOoz0v44vJZeEBulVdvIqc92DJmy1FmhLOq42_mqlyCzMncX0ntJMJQ', '55u90DshEfqB28ApYnl7ndytGIS_qPBnN3oMYx90fdeClYBGO27oG2soVmpLnbJk5zeoFPdP4rPdQw', 'eLklai7hnr2H-h6kfVIdYhEJkyu8DM_rFyDbZLXoSUnXExPt7sAiZVVBlpQuccK9lyYwAvRcPVTLeg']","['Jax', 'Evelynn', 'Velkoz', 'MissFortune', 'Morgana', 'Vladimir', 'Shaco', 'Malzahar', 'Yasuo', 'Gragas']"
EUW1_7120758347,CLASSIC,440,2024-09-16 18:59:56.966000,37,"['fhwqpxzldpvH-RdrEwVW8ARsCYwLQi-ngqVEgGp_3nJ0gfPnSmGH8dUmJ_1e0npFoEpOtTEjLTnA8Q', 'Bcz6NWRtHUG8WUy6CpYI88QZadgXIP5vT3ePpDArhQ4kmmSdVPD4nP1LDwn1vq48U_YzKCMqnoqi7Q', 'm5BpRxhT0TFVlfFs6MRmaEfjNGUYgD5pHMff-C88xSnJonvVKvdssMjEH7tjGdZlJbzGcIvrx9SDIg', 'n6Wf4YBUYo3sYW70qp12sfCIROQj_tn2Hz7F6kwZI9MHecuVxjMpSHaang-DuLOoDOsGIWJBSVvpiA', 'HSCaArxag3D43uC-XlKOmDGT8erdnBf4F2la3XJ1B5m6W8eeG8qN2OguvUidu_QAgGPH7vai9iLrHg', 'U08PU1BgtmR0-YcO2qXRBCyAVNxb75s1AkRr6tKgXXKfJnnIInSlWp8jr1j0cwU9ro2-6Onll4qS1A', 'Lha23krlJiRrONSLlfJGOeiT6PJM7WM-UILq9Symh-ohEbqr-w6vczcfzY_YAFbCRk4b4cDVIgaGcQ', 'MRn60yl1IoM9dIOX_U3-rVQNbvOpJOq6AaILNAKsktp8QhDk3yqV23YUXdgTxTVKWGMY4Ih_2z9W2w', 'My3iA4tnLkhX4Mh231m4JMiVJAULBVHvqkUpjL-zK6qQ1xLdFY6RvWznMpLWAnfNq0J5wrBfBQW7Rw', 'Tz7XMN7rYzJLnTwqDznPmgC6E1eYECx4-FS6JmGqgwqysCQH1STuGlWQjOAJ0Pe-NqHfXVCsLQXPeQ']","['Pantheon', 'Amumu', 'Jax', 'Lucian', 'Lulu', 'Vladimir', 'Shaco', 'Jayce', 'Sylas', 'Leona']"
EUW1_7120694105,CLASSIC,440,2024-09-16 18:20:35.774000,32,"['vLtC9wchkJAR6fRiN8tt_GKODmVyCVhGWwtnRi8hKmCvjIjIeI4ah7zxiwNshp2gCYlNA066i5A0ZA', 'uPB5JE-48BnKk4UITGbIwE9BXW7c4dNuKUfgsGB1vMilPGTXBnMX3NDgAkIkBsJWCMBH1U3q5G8awA', 'H0A6nGqLG7M2PFlge0-9ulhIZkDFP4qkzYldtL765-XBD60avshVLBmXGy7UWolFv33RLNVgIa2rmQ', 'AdkEjKZONUwtLzANanWqn35uP39KDzxfzD2w9s3XvZ7lbusCLl7NziljpaIBd9oIxm0SdWDXfQPtDQ', 'Okbu26pwR6AeRddY51f_KuO7w7EwcBFCkR7h0NfbQiwEeaiOoGtPEXXlN3Vbc7nGDin0kgQH362H1A', 'VkkcxW8TqAmKv0XkPkg57ko62C4-P2wMMtk0EbeQifJ9Ikh3Hw6Mbto4MbsQuWIsyYdDPOIW96b7ng', 'My3iA4tnLkhX4Mh231m4JMiVJAULBVHvqkUpjL-zK6qQ1xLdFY6RvWznMpLWAnfNq0J5wrBfBQW7Rw', 'hFRN--Z6QhubShJ850O_yvkbeuQ9u-GSymAjPTwnCHPYsQ6887RTf3JLZXrw-cc8IA876NzTUKTymQ', 'yytgN9p5451xJA5IhSpFgzgIfmntjzcL-FuPmK540f7xU6W4Syj2dlN9QLVUCIJAQVb8ZXneEXYG0g', 'Tz7XMN7rYzJLnTwqDznPmgC6E1eYECx4-FS6JmGqgwqysCQH1STuGlWQjOAJ0Pe-NqHfXVCsLQXPeQ']","['Rumble', 'Viego', 'Ziggs', 'Senna', 'Lulu', 'Smolder', 'Sylas', 'Caitlyn', 'Shen', 'Nami']"
